t,raw,filtered
0.379000,-1.199113,-1.028330
0.380000,-0.967636,-1.016191
0.381000,-0.545331,-0.922019
0.382000,-1.363121,-1.010240
0.383000,-1.213691,-1.050930
0.384000,-1.290172,-1.098778
0.385000,-1.038241,-1.086671
0.386000,-0.677898,-1.004916
0.387000,-0.680940,-0.940121
0.388000,-0.799561,-0.912009
0.389000,-1.362026,-1.002012
0.390000,-1.693031,-1.140216
0.391000,-1.045497,-1.121272
0.392000,-1.259090,-1.148836
0.393000,-1.023988,-1.123866
0.394000,-0.979625,-1.095018
0.395000,-1.158528,-1.107720
0.396000,-0.962171,-1.078610
0.397000,-1.093040,-1.081496
0.398000,-0.958538,-1.056905
0.399000,-1.273205,-1.100165
0.400000,0.946117,-0.690908
0.401000,1.120836,-0.328559
0.402000,1.363716,0.009896
0.403000,1.043681,0.216653
0.404000,1.346561,0.442634
0.405000,1.120248,0.578157
0.406000,1.154949,0.693515
0.407000,1.410659,0.836944
0.408000,0.519639,0.773483
0.409000,0.672862,0.753359
0.410000,0.555344,0.713756
0.411000,0.238112,0.618627
0.412000,0.678964,0.630695
0.413000,1.063027,0.717161
0.414000,0.724323,0.718593
0.415000,0.859337,0.746742
0.416000,1.136554,0.824705
0.417000,1.236502,0.907064
0.418000,0.861702,0.897992
0.419000,1.344272,0.987248
0.420000,1.027638,0.995326
0.421000,0.810584,0.958377
0.422000,0.939237,0.954549
0.423000,0.717642,0.907168
0.424000,0.923771,0.910488
0.425000,1.092595,0.946910
0.426000,1.431287,1.043785
0.427000,1.678034,1.170635
0.428000,0.702903,1.077089
0.429000,1.179652,1.097601
0.430000,0.687837,1.015648
0.431000,1.080606,1.028640
0.432000,0.843117,0.991535
0.433000,0.288925,0.851013
0.434000,1.088278,0.898466
0.435000,0.618500,0.842473
0.436000,0.649619,0.803902
0.437000,0.517271,0.746576
0.438000,0.686158,0.734492
0.439000,1.066564,0.800907
0.440000,0.943227,0.829371
0.441000,1.160402,0.895577
0.442000,1.226134,0.961688
0.443000,1.558002,1.080951
0.444000,1.087375,1.082236
0.445000,0.756943,1.017177
0.446000,1.510378,1.115818
0.447000,1.062357,1.105125
0.448000,1.451935,1.174487
0.449000,1.176817,1.174953
0.450000,0.960659,1.132095
0.451000,1.042829,1.114241
0.452000,1.467747,1.184942
0.453000,1.461291,1.240212
0.454000,0.830603,1.158290
0.455000,0.848057,1.096244
0.456000,1.132661,1.103527
0.457000,0.584498,0.999721
0.458000,0.982364,0.996250
0.459000,0.930438,0.983088
0.460000,1.094172,1.005304
0.461000,0.811793,0.966602
0.462000,0.640687,0.901419
0.463000,0.539908,0.829117
0.464000,0.854996,0.834293
0.465000,1.062397,0.879914
0.466000,1.102254,0.924382
0.467000,1.742973,1.088100
0.468000,1.449355,1.160351
0.469000,0.773176,1.082916
0.470000,1.104313,1.087195
0.471000,0.816073,1.032971
0.472000,0.797134,0.985804
0.473000,0.893794,0.967402
0.474000,0.995540,0.973029
0.475000,0.698222,0.918068
0.476000,1.128944,0.960243
0.477000,0.495615,0.867318
0.478000,0.884345,0.870723
0.479000,1.717499,1.040078
0.480000,1.066924,1.045447
0.481000,1.491768,1.134712
0.482000,1.145013,1.136772
0.483000,1.336037,1.176625
0.484000,1.173176,1.175935
0.485000,1.148878,1.170524
0.486000,0.956367,1.127692
0.487000,1.290894,1.160333
0.488000,0.862096,1.100685
0.489000,1.261479,1.132844
0.490000,1.325586,1.171393
0.491000,1.048156,1.146745
0.492000,0.796568,1.076710
0.493000,0.974386,1.056245
0.494000,0.717187,0.988433
0.495000,1.080664,1.006880
0.496000,0.260367,0.857577
0.497000,0.737514,0.833564
0.498000,0.285199,0.723891
0.499000,0.489678,0.677049
0.500000,-0.590841,0.423471
0.501000,-0.669641,0.204848
0.502000,-1.098287,-0.055779
0.503000,-1.288948,-0.302413
0.504000,-1.699147,-0.581759
0.505000,-0.963049,-0.658017
0.506000,-0.083664,-0.543147
0.507000,-0.707731,-0.576064
0.508000,-1.050315,-0.670914
0.509000,-0.798673,-0.696466
0.510000,-1.468288,-0.850830
0.511000,-1.151000,-0.910864
0.512000,-1.087714,-0.946234
0.513000,-1.187634,-0.994514
0.514000,-0.952969,-0.986205
0.515000,-1.096606,-1.008285
0.516000,-0.989713,-1.004571
0.517000,-1.368315,-1.077320
0.518000,-0.848212,-1.031498
0.519000,-0.573122,-0.939823
0.520000,-1.291045,-1.010067
0.521000,-1.204505,-1.048955
0.522000,-0.481708,-0.935506
0.523000,-0.895600,-0.927524
0.524000,-0.388642,-0.819748
0.525000,-0.932761,-0.842351
0.526000,-0.373275,-0.748536
0.527000,-0.798751,-0.758579
0.528000,-0.804974,-0.767858
0.529000,-0.468781,-0.708042
0.530000,-1.108531,-0.788140
0.531000,-1.344140,-0.899340
0.532000,-1.252126,-0.969897
0.533000,-1.026103,-0.981139
0.534000,-1.659939,-1.116899
0.535000,-1.008759,-1.095271
0.536000,-1.351843,-1.146585
0.537000,-0.817460,-1.080760
0.538000,-1.835835,-1.231775
0.539000,-1.297773,-1.244975
0.540000,-1.505940,-1.297168
0.541000,-1.186065,-1.274947
0.542000,-0.808143,-1.181587
0.543000,-0.891965,-1.123662
0.544000,-0.885802,-1.076090
0.545000,-0.847755,-1.030423
0.546000,-0.748772,-0.974093
0.547000,-1.140757,-1.007426
0.548000,-0.670388,-0.940018
0.549000,-0.739397,-0.899894
0.550000,-0.884489,-0.896813
0.551000,-0.894843,-0.896419
0.552000,-1.028632,-0.922862
0.553000,-0.551281,-0.848545
0.554000,-1.216340,-0.922104
0.555000,-1.292125,-0.996109
0.556000,-1.416270,-1.080141
0.557000,-1.471482,-1.158409
0.558000,-1.490899,-1.224907
0.559000,-1.328443,-1.245614
0.560000,-1.021204,-1.200732
0.561000,-0.837908,-1.128167
0.562000,-0.867100,-1.075954
0.563000,-1.067857,-1.074335
0.564000,-0.539733,-0.967414
0.565000,-0.578176,-0.889567
0.566000,-0.857683,-0.883190
0.567000,-1.034071,-0.913366
0.568000,-0.717915,-0.874276
0.569000,-0.881805,-0.875782
0.570000,-1.434438,-0.987513
0.571000,-1.082197,-1.006450
0.572000,-1.038946,-1.012949
0.573000,-1.431712,-1.096702
0.574000,-1.133258,-1.104013
0.575000,-1.636447,-1.210500
0.576000,-0.789355,-1.126271
0.577000,-0.787418,-1.058500
0.578000,-1.193312,-1.085463
0.579000,-0.952767,-1.058924
0.580000,-1.722977,-1.191734
0.581000,-1.285101,-1.210408
0.582000,-0.970577,-1.162441
0.583000,-1.159837,-1.161921
0.584000,-0.595470,-1.048630
0.585000,-0.200811,-0.879067
0.586000,-1.162773,-0.935808
0.587000,-1.089436,-0.966534
0.588000,-0.811808,-0.935588
0.589000,-0.454862,-0.839443
0.590000,-1.366712,-0.944897
0.591000,-0.987093,-0.953336
0.592000,-0.571167,-0.876902
0.593000,-1.657331,-1.032988
0.594000,-1.574532,-1.141297
0.595000,-1.327082,-1.178454
0.596000,-1.346388,-1.212041
0.597000,-0.918023,-1.153237
0.598000,-1.045059,-1.131602
0.599000,-1.594292,-1.224140
0.600000,1.154623,-0.748387
0.601000,0.888542,-0.421001
0.602000,1.499891,-0.036823
0.603000,0.973527,0.165247
0.604000,0.999227,0.332043
0.605000,1.362339,0.538102
0.606000,1.419089,0.714300
0.607000,1.296233,0.830686
0.608000,0.611878,0.786925
0.609000,1.223214,0.874183
0.610000,0.689708,0.837288
0.611000,1.008779,0.871586
0.612000,0.455323,0.788333
0.613000,0.972093,0.825085
0.614000,0.567809,0.773630
0.615000,0.415210,0.701946
0.616000,1.023935,0.766344
0.617000,0.910690,0.795213
0.618000,0.698250,0.775821
0.619000,1.373550,0.895366
0.620000,0.867804,0.889854
0.621000,1.071436,0.926170
0.622000,1.198231,0.980583
0.623000,0.975904,0.979647
0.624000,1.331552,1.050028
0.625000,1.039964,1.048015
0.626000,1.066720,1.051756
0.627000,1.570596,1.155524
0.628000,0.805381,1.085496
0.629000,0.337969,0.935990
0.630000,1.483281,1.045448
0.631000,1.702995,1.176958
0.632000,0.760862,1.093739
0.633000,0.257145,0.926420
0.634000,0.716644,0.884465
0.635000,0.714133,0.850398
0.636000,0.752812,0.830881
0.637000,0.504180,0.765541
0.638000,1.056311,0.823695
0.639000,1.095549,0.878066
0.640000,0.551678,0.812788
0.641000,1.271562,0.904543
0.642000,1.733363,1.070307
0.643000,1.213391,1.098924
0.644000,1.089014,1.096942
0.645000,1.157399,1.109033
0.646000,1.374788,1.162184
0.647000,0.642602,1.058268
0.648000,1.166874,1.079989
0.649000,0.944664,1.052924
0.650000,1.554348,1.153209
0.651000,0.885945,1.099756
0.652000,1.382809,1.156367
0.653000,0.507074,1.026508
0.654000,0.985966,1.018400
0.655000,0.895820,0.993884
0.656000,0.549075,0.904922
0.657000,0.891415,0.902221
0.658000,1.246199,0.971016
0.659000,0.841059,0.945025
0.660000,0.492411,0.854502
0.661000,1.056535,0.894909
0.662000,0.846830,0.885293
0.663000,1.059101,0.920055
0.664000,1.165735,0.969191
0.665000,0.688304,0.913013
0.666000,0.705514,0.871514
0.667000,1.306423,0.958495
0.668000,0.960741,0.958945
0.669000,0.292380,0.825632
0.670000,1.235453,0.907596
0.671000,1.019908,0.930058
0.672000,0.668281,0.877703
0.673000,0.443148,0.790792
0.674000,1.060531,0.844740
0.675000,0.904805,0.856753
0.676000,1.524569,0.990316
0.677000,0.964253,0.985104
0.678000,0.998754,0.987834
0.679000,0.888118,0.967891
0.680000,1.245033,1.023319
0.681000,1.249329,1.068521
0.682000,1.493075,1.153432
0.683000,1.005407,1.123827
0.684000,1.059589,1.110979
0.685000,1.056269,1.100037
0.686000,1.427452,1.165520
0.687000,1.611316,1.254679
0.688000,0.979905,1.199725
0.689000,0.934371,1.146654
0.690000,1.094223,1.136168
0.691000,0.864468,1.081828
0.692000,1.168059,1.099074
0.693000,0.162663,0.911792
0.694000,0.561777,0.841789
0.695000,0.565275,0.786486
0.696000,0.113682,0.651925
0.697000,0.549105,0.631361
0.698000,0.607896,0.626668
0.699000,0.877865,0.676908
0.700000,-0.666110,0.408304
0.701000,-1.011715,0.124300
0.702000,-1.191687,-0.138897
0.703000,-0.855283,-0.282174
0.704000,-0.495037,-0.324747
0.705000,-1.092788,-0.478355
0.706000,-1.082961,-0.599276
0.707000,-0.670632,-0.613547
0.708000,-0.948904,-0.680619
0.709000,-0.743951,-0.693285
0.710000,-1.004094,-0.755447
0.711000,-0.851304,-0.774618
0.712000,-1.428080,-0.905311
0.713000,-1.165429,-0.957334
0.714000,-1.253418,-1.016551
0.715000,-1.564767,-1.126194
0.716000,-1.659255,-1.232807
0.717000,-0.956079,-1.177461
0.718000,-1.222843,-1.186538
0.719000,-1.368487,-1.222927
0.720000,-1.028854,-1.184113
0.721000,-0.599791,-1.067248
0.722000,-1.566664,-1.167132
0.723000,-1.287188,-1.191143
0.724000,-1.086655,-1.170245
0.725000,-0.361646,-1.008525
0.726000,-0.725013,-0.951823
0.727000,-0.608001,-0.883059
0.728000,-1.224491,-0.951345
0.729000,-1.274057,-1.015887
0.730000,-0.865656,-0.985841
0.731000,-1.044321,-0.997537
0.732000,-0.952935,-0.988617
0.733000,-1.218105,-1.034514
0.734000,-1.106768,-1.048965
0.735000,-1.152564,-1.069685
0.736000,-0.956881,-1.047124
0.737000,-0.919701,-1.021640
0.738000,-1.603519,-1.138016
0.739000,-1.735984,-1.257609
0.740000,-0.699476,-1.145983
0.741000,-0.581879,-1.033162
0.742000,-1.188630,-1.064256
0.743000,-1.396147,-1.130634
0.744000,-0.780078,-1.060523
0.745000,-0.520749,-0.952568
0.746000,-0.270510,-0.816156
0.747000,-0.683307,-0.789587
0.748000,-0.993958,-0.830461
0.749000,-1.206136,-0.905596
0.750000,-0.996565,-0.923790
0.751000,-1.151583,-0.969348
0.752000,-1.422077,-1.059894
0.753000,-0.547177,-0.957351
0.754000,-0.654661,-0.896813
0.755000,-0.859185,-0.889287
0.756000,-1.466466,-1.004723
0.757000,-0.905298,-0.984838
0.758000,-0.925669,-0.973004
0.759000,-0.929040,-0.964211
0.760000,-0.625100,-0.896389
0.761000,-0.747585,-0.866628
0.762000,-0.660439,-0.825390
0.763000,-0.647125,-0.789737
0.764000,-0.707551,-0.773300
0.765000,-1.335083,-0.885657
0.766000,-0.784702,-0.865466
0.767000,-1.005054,-0.893383
0.768000,-1.266395,-0.967986
0.769000,-0.433652,-0.861119
0.770000,-0.481301,-0.785155
0.771000,-0.654037,-0.758932
0.772000,-1.040993,-0.815344
0.773000,-0.756616,-0.803598
0.774000,-1.186595,-0.880198
0.775000,-1.139161,-0.931990
0.776000,-1.518253,-1.049243
0.777000,-1.042706,-1.047936
0.778000,-1.099441,-1.058237
0.779000,-1.452599,-1.137109
0.780000,-1.015359,-1.112759
0.781000,-0.962115,-1.082630
0.782000,-0.343175,-0.934739
0.783000,-0.569933,-0.861778
0.784000,-0.806355,-0.850693
0.785000,-0.725364,-0.825628
0.786000,-0.796525,-0.819807
0.787000,-0.899071,-0.835660
0.788000,-1.207171,-0.909962
0.789000,-0.983512,-0.924672
0.790000,-1.223829,-0.984504
0.791000,-1.436898,-1.074982
0.792000,-0.964191,-1.052824
0.793000,-1.044424,-1.051144
0.794000,-1.726224,-1.186160
0.795000,-1.236805,-1.196289
0.796000,-0.891501,-1.135332
0.797000,-0.844036,-1.077072
0.798000,-0.809806,-1.023619
0.799000,-1.050129,-1.028921
0.800000,0.746486,-0.673840
0.801000,0.736694,-0.391733
0.802000,1.220939,-0.069199
0.803000,1.275587,0.199759
0.804000,1.576411,0.475089
0.805000,1.529994,0.686070
0.806000,1.150543,0.778965
0.807000,0.788542,0.780880
0.808000,1.021825,0.829069
0.809000,1.126973,0.888650
0.810000,0.939375,0.898795
0.811000,0.764828,0.872002
0.812000,0.958308,0.889263
0.813000,0.687009,0.848812
0.814000,0.621369,0.803323
0.815000,0.893436,0.821346
0.816000,0.689191,0.794915
0.817000,0.911428,0.818218
0.818000,0.964404,0.847455
0.819000,0.596368,0.797238
0.820000,0.855628,0.808916
0.821000,1.493136,0.945760
0.822000,0.768933,0.910394
0.823000,0.526807,0.833677
0.824000,0.631658,0.793273
0.825000,1.208733,0.876365
0.826000,1.199486,0.940989
0.827000,1.126520,0.978096
0.828000,1.481814,1.078839
0.829000,0.259953,0.915062
0.830000,1.118780,0.955806
0.831000,1.406628,1.045970
0.832000,0.544109,0.945598
0.833000,0.724255,0.901329
0.834000,0.583921,0.837848
0.835000,0.531696,0.776617
0.836000,0.711910,0.763676
0.837000,1.266442,0.864229
0.838000,1.433659,0.978115
0.839000,0.837415,0.949975
0.840000,1.571518,1.074284
0.841000,1.072476,1.073922
0.842000,1.643664,1.187871
0.843000,1.133814,1.177059
0.844000,1.229529,1.187553
0.845000,1.309642,1.211971
0.846000,2.143867,1.398350
0.847000,1.417189,1.402118
0.848000,0.905378,1.302770
0.849000,1.352503,1.312717
0.850000,0.891450,1.228463
0.851000,0.791272,1.141025
0.852000,1.155023,1.143825
0.853000,0.847522,1.084564
0.854000,0.893361,1.046324
0.855000,0.804196,0.997898
0.856000,0.910764,0.980471
0.857000,0.965686,0.977514
0.858000,0.301353,0.842282
0.859000,1.138168,0.901459
0.860000,0.705394,0.862246
0.861000,0.629114,0.815620
0.862000,1.100034,0.872503
0.863000,1.186998,0.935402
0.864000,0.982159,0.944753
0.865000,1.449310,1.045665
0.866000,0.787559,0.994043
0.867000,1.039720,1.003179
0.868000,0.942095,0.990962
0.869000,1.047827,1.002335
0.870000,1.083659,1.018600
0.871000,0.635829,0.942046
0.872000,1.099728,0.973582
0.873000,0.857097,0.950285
0.874000,0.242205,0.808669
0.875000,0.212423,0.689420
0.876000,0.806093,0.712754
0.877000,0.771906,0.724585
